起始日,出關日,處置類型,代號,名稱,規模,Dn組別,近20日漲幅,大戶(%),買進日,買進時累積(%),最深日,期間最深(%),出關報酬(%),T+1收盤(%),T+2收盤(%),T+3收盤(%),T+4收盤(%),T+5收盤(%),T+6收盤(%),T+7收盤(%),T+8收盤(%),T+9收盤(%),T+10收盤(%),結果,買進日(-5%版),買進時累積(-5%版)(%),出關報酬(-5%版)(%),結果(-5%版),D1累積(%),D2累積(%),D3累積(%),D4累積(%),D5累積(%),D6累積(%),D7累積(%),D8累積(%),D9累積(%),D10累積(%),D1報酬(%),D2報酬(%),D3報酬(%),D4報酬(%),D5報酬(%),D6報酬(%),D7報酬(%),D8報酬(%),D9報酬(%),D10報酬(%),出關後D1(%),出關後D2(%),出關後D3(%),出關後D4(%),出關後D5(%)
2024-06-24,2024-07-08,20分鐘,3363,上詮,中,Dn < -5%,5.25,-1.79,D3,-9.03,D3,-9.03,16.44,7.53,10.27,21.23,33.22,22.26,16.44,16.10,16.44,13.36,13.36,✅ +16.44%,-,,,-,-7.17,-9.03,-9.03,-8.41,-2.18,-3.43,-3.12,-1.56,1.87,3.12,14.09,16.44,16.44,15.65,8.28,9.68,9.32,7.59,3.98,2.72,-5.29,4.12,14.41,5.00,0.00
2024-06-21,2024-06-28,5分鐘,6187,萬潤,中,Dn -5%~0%,12.13,-3.66,D1,-1.90,D3,-2.66,2.51,3.87,6.19,5.80,11.03,16.05,27.66,27.85,36.36,31.91,22.24,✅ +2.51%,-,,,-,-1.90,-2.47,-2.66,-0.19,-0.19,,,,,,2.51,3.11,3.31,0.76,0.76,,,,,,3.58,3.21,8.30,13.21,24.53
2024-06-21,2024-06-28,5分鐘,6451,訊芯-KY,中,Dn < -5%,43.62,-6.96,-,,D2,-5.19,,6.77,3.29,-1.35,2.51,6.38,-1.55,-1.74,-4.06,-0.19,4.06,-,D2,-5.19,8.79,✅ +8.79%,-4.26,-5.19,-3.33,-2.96,2.22,,,,,,7.74,8.79,6.70,6.30,0.91,,,,,,-4.13,-8.44,-4.85,-1.26,-8.62
2024-06-21,2024-07-05,20分鐘,6535,順藥,中,Dn -5%~0%,29.40,3.88,-,,D3,-3.61,,-4.41,-7.71,-7.27,-7.27,-7.93,-8.15,-8.81,-8.81,-3.52,-7.05,-,-,,,-,-5.73,-6.16,-3.61,-0.64,-2.34,-0.21,1.91,3.18,2.12,1.91,6.08,6.56,3.74,0.64,2.39,0.21,-1.88,-3.09,-2.08,-1.88,-11.04,-10.62,-10.62,-11.25,-11.46
2024-06-20,2024-06-27,5分鐘,2486,一詮,中,Dn -5%~0%,37.79,-15.45,-,,D3,-0.84,,15.97,13.45,11.76,9.66,14.71,15.97,20.59,18.49,15.13,11.34,-,-,,,-,0.42,1.69,-0.84,1.27,11.39,,,,,,8.40,7.05,9.79,7.50,-2.27,,,,,,4.65,3.10,1.16,5.81,6.98
2024-06-19,2024-06-26,5分鐘,1519,華城,大,Dn -5%~0%,29.27,-9.74,D1,-1.59,D4,-4.76,-1.29,-1.18,-0.54,1.61,0.65,2.69,4.30,9.14,0.65,-2.69,1.94,❌ -1.29%,-,,,-,-1.59,0.00,0.21,-4.76,-2.65,,,,,,-1.29,-2.86,-3.06,2.00,-0.22,,,,,,0.76,2.94,1.96,4.03,5.66
2024-06-19,2024-06-26,5分鐘,6640,均華,中,Dn < -5%,37.30,-3.84,D1,-5.05,D1,-5.05,17.68,16.92,15.21,15.02,22.43,29.28,33.08,37.07,50.76,39.73,34.41,✅ +17.68%,D1,-5.05,17.68,✅ +17.68%,-5.05,4.33,14.62,6.50,10.29,,,,,,17.68,7.09,-2.52,4.92,1.31,,,,,,-2.10,-2.26,4.04,9.85,13.09
2024-06-19,2024-06-26,5分鐘,6643,M31,大,Dn < -5%,24.30,-18.32,-,,D5,-18.42,,-14.77,-16.67,-14.02,-10.61,-9.47,-8.33,0.76,-1.14,-2.65,6.82,-,D4,-6.39,-10.84,❌ -10.84%,-0.75,0.00,-0.75,-6.39,-18.42,,,,,,-15.91,-16.54,-15.91,-10.84,2.30,,,,,,-0.90,2.25,6.31,7.66,9.01
2024-06-18,2024-06-25,5分鐘,9105,泰金寶-DR,大,Dn < -5%,55.76,-9.86,-,,D2,-5.55,,21.75,21.25,10.46,17.88,19.39,7.59,-0.67,1.18,11.30,22.43,-,D2,-5.55,26.33,✅ +26.33%,-0.34,-5.55,0.00,9.08,17.48,,,,,,19.73,26.33,19.33,9.40,1.57,,,,,,1.27,-7.75,-1.55,-0.28,-10.14
2024-06-12,2024-06-26,20分鐘,6442,光聖,中,Dn ≥ 0%,48.26,-10.98,-,,D6,5.10,,16.81,20.35,19.12,29.20,23.89,28.50,41.24,55.22,39.82,39.12,-,-,,,-,0.39,0.98,10.78,21.18,16.67,5.10,15.49,23.73,25.10,25.88,27.93,27.18,15.93,5.99,10.08,22.20,11.21,3.80,2.66,2.02,3.82,2.75,11.45,6.87,10.84
2024-06-05,2024-06-13,5分鐘,6117,迎廣,中,Dn < -5%,83.78,-13.87,-,,D4,-17.46,,-11.53,-9.83,-10.17,-8.81,-14.58,-13.22,-17.97,-20.00,-20.34,-19.32,-,D1,-6.35,-9.49,❌ -9.49%,-6.35,-9.84,-15.24,-17.46,-16.51,,,,,,-9.49,-5.99,0.00,2.69,1.52,,,,,,-0.37,-0.75,0.75,-5.62,-4.12
2024-06-04,2024-06-12,5分鐘,3312,弘憶股,中,Dn < -5%,51.84,-14.23,-,,D4,-9.72,,-1.72,1.29,1.29,5.45,11.62,4.88,5.74,2.01,-2.01,-1.58,-,D1,-5.94,-1.00,❌ -1.00%,-5.94,-9.04,-9.58,-9.72,-7.02,,,,,,-1.00,2.37,2.99,3.14,0.15,,,,,,2.32,2.32,6.52,12.75,5.94
2024-06-04,2024-06-12,5分鐘,4549,桓達,中,Dn -5%~0%,98.43,-10.83,-,,D1,-4.75,,7.20,7.48,8.03,13.30,7.20,-3.32,-12.74,-14.13,-14.68,-21.61,-,-,,,-,-4.75,4.75,5.01,5.01,-3.17,,,,,,3.60,-5.79,-6.03,-6.03,1.91,,,,,,3.74,4.28,9.36,3.48,-6.68
2024-05-31,2024-06-07,5分鐘,6231,系微,中,Dn < -5%,55.05,-3.70,D1,-9.97,D1,-9.97,13.29,12.26,13.88,16.99,28.21,25.55,24.82,18.17,17.58,12.70,13.29,✅ +13.29%,D1,-9.97,13.29,✅ +13.29%,-9.97,-1.73,-3.59,2.39,2.79,,,,,,13.29,3.79,5.79,-0.39,-0.78,,,,,,0.52,3.26,13.17,10.82,10.17
2024-05-31,2024-06-17,20分鐘,8996,高力,中,Dn < -5%,18.44,-0.20,D4,-6.59,D4,-6.59,10.04,7.69,1.39,0.43,2.99,-0.85,-0.85,0.21,3.95,1.28,2.99,✅ +10.04%,-,,,-,-0.20,-2.00,0.60,-6.59,-4.29,-1.80,-5.19,-4.59,-2.79,0.80,3.00,4.89,2.18,10.04,7.40,4.67,8.42,7.74,5.75,1.98,-7.86,-8.74,-6.41,-9.90,-9.90
2024-05-28,2024-06-04,5分鐘,2392,正崴,中,Dn -5%~0%,62.42,-16.37,-,,D4,-2.57,,-6.07,-8.18,-12.14,-6.99,-8.71,-8.97,0.13,5.15,3.83,2.11,-,-,,,-,2.57,1.49,-1.89,-2.57,-2.03,,,,,,-3.83,-2.80,0.55,1.25,0.69,,,,,,-4.53,-8.64,-3.29,-5.08,-5.35
2024-05-28,2024-06-04,5分鐘,3363,上詮,中,Dn < -5%,30.80,-0.59,-,,D3,-8.39,,-5.52,-4.55,-2.92,-0.32,-0.65,1.62,3.25,-0.97,-0.32,2.27,-,D3,-8.39,5.63,✅ +5.63%,-0.65,-3.23,-8.39,-7.74,-3.23,,,,,,-2.60,0.00,5.63,4.90,0.00,,,,,,-2.00,-0.33,2.33,2.00,4.33
2024-05-28,2024-06-04,5分鐘,3491,昇達科,中,Dn < -5%,44.81,-10.29,-,,D3,-6.47,,1.23,2.63,4.74,-2.28,-1.23,1.40,5.26,3.16,-1.05,1.75,-,D3,-6.47,11.21,✅ +11.21%,-0.35,-1.75,-6.47,0.35,2.45,,,,,,4.39,5.87,11.21,3.66,1.54,,,,,,-1.68,0.34,-6.39,-5.38,-2.86
2024-05-27,2024-06-03,5分鐘,2359,所羅門,中,Dn ≥ 0%,57.34,-1.21,-,,D2,2.04,,2.56,-5.41,-6.55,-3.13,-5.13,-11.11,-2.28,-4.27,-3.42,-4.27,-,-,,,-,2.33,2.04,2.92,2.33,2.04,,,,,,5.13,5.43,4.53,5.13,5.43,,,,,,-10.03,-11.11,-7.86,-9.76,-15.45
2024-05-24,2024-05-31,5分鐘,8033,雷虎,中,Dn < -5%,5.01,9.63,D1,-5.27,D5,-7.78,-2.65,-2.65,-2.25,-1.85,0.66,1.06,-3.84,-8.61,-9.93,-9.93,-10.60,❌ -2.65%,D1,-5.27,-2.65,❌ -2.65%,-5.27,-5.52,-6.27,-7.53,-7.78,,,,,,-2.65,-2.39,-1.61,-0.27,0.00,,,,,,0.41,0.82,3.40,3.81,-1.22
2024-05-23,2024-05-30,5分鐘,2374,佳能,中,Dn < -5%,47.96,-20.13,-,,D1,-6.65,,2.78,1.56,5.03,3.30,5.90,7.12,7.12,-3.47,-6.60,-6.60,-,D1,-6.65,3.47,✅ +3.47%,-6.65,-3.40,-1.30,-3.57,-2.76,,,,,,3.47,0.00,-2.13,0.17,-0.67,,,,,,-1.85,1.51,-0.17,2.35,3.52
2024-05-22,2024-06-05,20分鐘,6442,光聖,中,Dn < -5%,48.36,-10.65,D3,-6.08,D3,-6.08,20.59,23.24,35.29,45.00,50.00,50.59,51.47,66.18,81.76,75.00,57.65,✅ +20.59%,-,,,-,-1.66,-6.63,-6.08,-2.49,-1.66,-4.42,-5.80,0.28,4.42,5.25,15.17,21.30,20.59,16.15,15.17,18.50,20.23,12.95,8.47,7.61,12.20,20.24,24.39,24.88,25.61
2024-05-22,2024-05-29,5分鐘,6446,藥華藥,大,Dn < -5%,49.31,3.32,D1,-5.47,D1,-5.47,6.27,4.67,3.08,2.58,5.17,5.78,15.01,12.18,19.07,18.33,19.56,✅ +6.27%,D1,-5.47,6.27,✅ +6.27%,-5.47,-3.02,-1.40,-1.40,-0.47,,,,,,6.27,3.60,1.89,1.89,0.93,,,,,,-3.01,-3.47,-1.04,-0.46,8.22
2024-05-21,2024-05-28,5分鐘,2362,藍天,中,Dn -5%~0%,57.70,-1.63,-,,D1,-1.16,,10.72,5.53,0.67,3.02,2.18,0.00,-2.85,-4.19,-4.52,-9.38,-,-,,,-,-1.16,3.81,1.99,1.99,2.65,,,,,,4.86,-0.16,1.62,1.62,0.97,,,,,,0.64,-3.99,-1.76,-2.56,-4.63
2024-05-17,2024-05-24,5分鐘,2609,陽明,大,Dn -5%~0%,68.60,-0.01,D1,-4.18,D1,-4.18,1.41,3.52,10.28,11.97,8.73,10.28,0.70,6.90,6.62,13.24,17.89,✅ +1.41%,-,,,-,-4.18,-2.16,-3.64,-2.83,-3.78,,,,,,1.41,-0.69,0.84,0.00,0.98,,,,,,8.75,10.42,7.22,8.75,-0.69
2024-05-17,2024-05-24,5分鐘,6863,永道-KY,中,Dn -5%~0%,50.69,1.35,-,,D4,-3.92,,0.00,0.93,2.79,6.05,9.77,-1.16,-2.79,6.74,1.86,11.86,-,-,,,-,-0.92,1.61,-0.92,-3.92,-2.30,,,,,,-0.93,-3.40,-0.93,2.16,0.47,,,,,,1.88,3.76,7.04,10.80,-0.23
2024-05-16,2024-05-23,5分鐘,2615,萬海,大,Dn -5%~0%,64.34,2.76,D1,1.99,D4,-2.41,0.14,-1.11,4.17,14.19,21.00,19.05,21.70,10.85,14.05,11.27,22.39,✅ +0.14%,-,,,-,1.99,-0.71,0.43,-2.41,0.99,,,,,,0.14,2.86,1.69,4.65,1.12,,,,,,4.03,14.03,20.83,18.89,21.53
2024-05-09,2024-05-16,5分鐘,6442,光聖,中,Dn -5%~0%,19.50,-10.62,-,,D1,-1.48,,8.43,7.23,8.73,9.04,7.23,1.81,2.41,6.33,7.23,4.22,-,-,,,-,-1.48,0.59,2.08,0.30,4.45,,,,,,7.83,5.60,4.07,5.92,1.70,,,,,,-0.56,0.84,1.12,-0.56,-5.59
2024-05-08,2024-05-15,5分鐘,8996,高力,中,Dn ≥ 0%,11.29,0.80,-,,D1,1.34,,3.02,5.43,6.76,3.02,5.19,5.91,15.32,19.42,23.28,19.66,-,-,,,-,1.34,3.91,3.30,3.67,4.89,,,,,,3.50,0.94,1.54,1.18,0.00,,,,,,1.86,3.15,-0.47,1.63,2.33
2024-05-03,2024-05-17,20分鐘,6230,尼得科超眾,中,Dn < -5%,63.33,-2.61,D6,-7.78,D7,-15.27,-3.90,3.73,8.44,19.16,19.48,17.69,15.75,16.88,16.88,17.05,12.50,❌ -3.90%,-,,,-,-2.40,-5.84,-1.80,-3.44,-3.89,-7.78,-15.27,-11.38,-9.88,-13.02,-9.20,-5.88,-9.76,-8.22,-7.79,-3.90,4.59,0.00,-1.66,1.89,12.84,23.99,24.32,22.47,20.44
2024-04-22,2024-04-29,5分鐘,4768,晶呈科技,中,Dn < -5%,17.65,-16.00,-,,D1,-8.33,,3.43,5.66,8.89,11.52,13.33,10.71,8.08,-1.41,-2.02,0.40,-,D1,-8.33,6.26,✅ +6.26%,-8.33,-6.85,-0.74,-1.48,-2.78,,,,,,6.26,4.57,-1.87,-1.13,0.19,,,,,,-0.57,2.47,4.94,6.65,4.18
2024-04-16,2024-04-23,5分鐘,1514,亞力,中,Dn < -5%,64.32,-16.96,D1,-4.29,D5,-13.43,-7.46,-7.46,-3.88,-5.97,-6.57,-10.15,-12.84,-10.45,-19.40,-20.90,-20.60,❌ -7.46%,D4,-5.71,-6.06,❌ -6.06%,-4.29,3.71,0.00,-5.71,-13.43,,,,,,-7.46,-14.60,-11.43,-6.06,2.31,,,,,,3.87,1.61,0.97,-2.90,-5.81
2024-04-15,2024-04-22,5分鐘,2363,矽統,中,Dn ≥ 0%,51.42,-15.48,D1,0.98,D1,0.98,11.94,1.94,4.03,12.90,17.10,10.65,-0.16,-0.32,-6.29,-9.35,-7.10,✅ +11.94%,-,,,-,0.98,2.61,12.21,12.70,11.07,,,,,,11.94,10.16,0.73,0.29,1.76,,,,,,-7.06,0.86,4.61,-1.15,-10.81
2024-04-15,2024-04-22,5分鐘,6949,沛爾生醫-創,大,Dn < -5%,20.19,-1.19,D1,-2.40,D2,-5.60,23.77,10.25,14.75,17.62,29.10,41.80,38.52,36.07,33.20,45.08,40.16,✅ +23.77%,D2,-5.60,27.97,✅ +27.97%,-2.40,-5.60,3.60,13.60,19.20,,,,,,23.77,27.97,16.60,6.34,1.34,,,,,,-7.28,-4.97,4.30,14.57,11.92
2024-04-10,2024-04-24,20分鐘,6187,萬潤,中,Dn < -5%,8.84,-8.11,D5,-10.15,D8,-17.16,-4.31,-0.21,-5.95,-7.39,-4.93,2.05,-1.03,2.26,-0.41,2.05,2.67,❌ -4.31%,-,,,-,-4.06,-2.58,0.00,-3.51,-10.15,-4.06,-8.12,-17.16,-25.28,-17.90,-10.38,-11.74,-14.02,-10.90,-4.31,-10.38,-6.43,3.79,15.06,4.72,-1.72,-3.22,-0.64,6.65,3.43
2024-04-09,2024-04-23,20分鐘,2359,所羅門,中,Dn < -5%,168.11,-9.40,D5,-6.35,D6,-12.80,-12.65,-8.60,0.51,10.32,6.78,-0.30,3.24,-0.81,-7.19,-6.58,2.73,❌ -12.65%,-,,,-,-6.16,-4.74,0.00,-1.90,-6.35,-12.80,-8.44,-6.16,-13.55,-22.18,-12.83,-14.13,-18.20,-16.62,-12.65,-6.20,-10.66,-12.83,-5.37,5.12,15.06,26.30,22.25,14.14,18.19
2024-04-09,2024-04-16,5分鐘,6139,亞翔,大,Dn ≥ 0%,65.53,-4.06,-,,D1,2.41,,4.20,14.62,9.75,4.37,-5.55,-0.67,7.56,-3.19,-10.76,-8.57,-,-,,,-,2.41,4.30,14.63,25.99,13.43,,,,,,2.52,0.66,-8.41,-16.67,-7.44,,,,,,11.80,7.05,1.80,-7.87,-3.11
2024-04-03,2024-04-12,5分鐘,6197,佳必琪,中,Dn ≥ 0%,47.39,-7.25,-,,D2,4.82,,2.34,-2.34,-11.99,-11.70,-11.70,-20.47,-21.35,-22.22,-14.62,-16.96,-,-,,,-,9.97,4.82,7.72,12.22,8.68,,,,,,0.88,5.83,2.99,-1.15,2.07,,,,,,-3.19,-12.75,-12.46,-12.46,-21.16
2024-03-29,2024-04-16,20分鐘,5314,世紀,大,Dn ≥ 0%,86.70,-22.33,-,,D6,5.48,,-9.86,-18.87,-26.88,-32.55,-37.73,-39.33,-37.61,-41.06,-37.98,-32.43,-,-,,,-,8.90,9.45,11.10,14.25,14.11,5.48,9.59,9.59,7.67,11.23,9.31,8.76,7.15,4.20,4.32,12.86,8.62,8.62,10.56,7.02,-24.28,-31.76,-37.05,-41.89,-43.38
2024-03-28,2024-04-08,5分鐘,3228,金麗科,中,Dn < -5%,14.91,-12.01,-,,D5,-9.37,,-8.32,-7.48,-4.49,-6.17,-6.36,-9.53,-10.84,-10.56,-13.08,-21.68,-,D4,-7.03,-2.52,❌ -2.52%,-3.60,-1.62,0.90,-7.03,-9.37,,,,,,-5.98,-7.88,-10.18,-2.52,0.00,,,,,,-1.59,1.59,-0.20,-0.40,-3.78
2024-03-27,2024-04-03,5分鐘,2359,所羅門,中,Dn ≥ 0%,78.03,-8.30,-,,D3,4.02,,32.28,44.92,35.99,38.05,44.92,42.17,35.71,26.37,32.69,35.99,-,-,,,-,4.45,4.88,4.02,14.35,25.68,,,,,,20.88,20.38,21.38,10.41,0.46,,,,,,19.89,12.50,14.20,19.89,17.61
2024-03-26,2024-04-11,20分鐘,6640,均華,中,Dn < -5%,55.83,-5.81,D3,-7.12,D4,-7.24,9.22,8.18,18.96,24.42,19.48,24.16,21.17,9.22,-1.69,-4.94,4.55,✅ +9.22%,-,,,-,-4.70,-5.91,-7.12,-7.24,0.12,2.05,4.95,-1.57,-2.29,6.39,6.46,7.82,9.22,9.36,1.33,-0.59,-3.33,3.06,3.83,-4.65,8.92,13.91,9.39,13.67,10.94
2024-03-26,2024-04-02,5分鐘,6753,龍德造船,中,Dn -5%~0%,52.28,-3.52,-,,D1,-2.08,,2.55,12.77,10.64,17.45,16.17,5.96,8.09,7.66,-2.55,-3.83,-,-,,,-,-2.08,0.42,0.42,-1.67,0.42,,,,,,3.83,1.24,1.24,3.39,1.24,,,,,,8.61,6.56,13.11,11.89,2.05
2024-03-25,2024-04-01,5分鐘,1503,士電,大,Dn ≥ 0%,59.30,-10.80,D1,9.12,D4,2.19,-0.33,2.68,3.01,2.17,4.85,15.22,5.69,1.67,11.71,3.34,2.68,❌ -0.33%,-,,,-,9.12,16.79,7.85,2.19,6.57,,,,,,-0.33,-6.87,0.85,6.43,2.05,,,,,,3.36,2.52,5.20,15.60,6.04
2024-03-20,2024-03-27,5分鐘,6230,尼得科超眾,中,Dn < -5%,48.03,-0.63,-,,D5,-10.90,,-3.74,-5.49,-4.74,2.00,-0.25,-2.24,-6.23,-6.98,-8.23,-7.48,-,D3,-5.57,-4.10,❌ -4.10%,-2.91,-1.94,-5.57,-7.51,-10.90,,,,,,-6.73,-7.65,-4.10,-2.09,1.63,,,,,,1.34,2.14,9.36,6.95,4.81
2024-03-19,2024-04-02,20分鐘,1519,華城,大,Dn -5%~0%,37.97,-11.12,-,,D8,-3.46,,13.14,16.57,10.86,21.86,22.43,22.86,35.14,25.14,23.43,35.71,-,-,,,-,-4.90,-2.59,0.86,2.88,13.11,13.54,2.31,-3.46,-1.59,6.63,13.64,10.95,7.14,5.04,-4.46,-4.82,5.63,11.94,9.81,1.35,8.80,3.47,13.73,14.27,14.67
2024-03-18,2024-04-01,20分鐘,6187,萬潤,中,Dn ≥ 0%,7.69,-7.93,-,,D7,4.46,,6.14,12.67,10.69,14.85,7.33,2.97,4.55,7.33,3.56,-3.56,-,-,,,-,4.46,9.38,12.72,14.51,11.83,12.05,4.46,8.93,8.48,11.16,10.26,5.31,2.18,0.58,2.99,2.79,10.26,5.74,6.17,3.61,10.27,8.33,12.40,5.04,0.78
2024-03-13,2024-03-20,5分鐘,2404,漢唐,大,Dn < -5%,45.26,-1.50,-,,D3,-13.94,,-1.55,-2.38,-9.30,-9.30,-10.01,-4.65,-7.39,-6.32,-7.03,-3.10,-,D2,-5.03,13.76,✅ +13.76%,5.40,-5.03,-13.94,-5.40,4.02,,,,,,2.50,13.76,25.55,14.21,3.86,,,,,,-4.77,-11.51,-11.51,-12.21,-6.98
2024-03-11,2024-03-18,5分鐘,3013,晟銘電,中,Dn < -5%,46.34,-19.40,-,,D5,-22.13,,-16.67,-16.50,-18.46,-12.58,-8.17,-7.68,-12.75,-12.91,-4.25,0.16,-,D3,-14.22,-7.63,❌ -7.63%,-1.13,-4.68,-14.22,-20.68,-22.13,,,,,,-19.85,-16.86,-7.63,-0.10,1.76,,,,,,4.18,1.73,9.07,14.58,15.19
2024-03-08,2024-03-15,5分鐘,3376,新日興,中,Dn < -5%,51.72,-23.89,-,,D4,-12.05,,0.51,4.04,2.27,-1.26,3.28,4.29,10.35,-0.51,-9.34,-9.09,-,D1,-10.00,-1.01,❌ -1.01%,-10.00,-7.50,-8.64,-12.05,-9.55,,,,,,-1.01,-3.69,-2.49,1.29,-1.51,,,,,,5.10,3.32,-0.26,4.34,5.36
2024-03-07,2024-03-21,20分鐘,5314,世紀,大,Dn < -5%,70.07,-17.23,D3,-9.60,D3,-9.60,32.74,41.15,32.74,46.02,60.62,76.55,61.50,75.88,76.77,79.42,84.51,✅ +32.74%,-,,,-,-5.60,-4.80,-9.60,-5.20,-3.60,2.60,11.20,22.20,21.20,16.00,27.12,26.05,32.74,26.58,24.48,16.96,7.91,-1.80,-0.99,3.45,0.00,10.00,21.00,33.00,21.67
2024-03-06,2024-03-20,20分鐘,6535,順藥,中,Dn < -5%,38.24,2.82,D3,-15.43,D3,-15.43,11.32,16.35,18.87,13.84,11.32,13.21,13.21,12.58,11.95,20.13,19.81,✅ +11.32%,-,,,-,-5.32,-6.91,-15.43,-12.23,-7.98,-12.77,-13.83,-11.17,-10.11,-7.98,-0.56,1.14,11.32,7.27,2.31,7.93,9.26,5.99,4.73,2.31,6.78,2.26,0.00,1.69,1.69
2024-03-06,2024-03-20,20分鐘,6640,均華,中,Dn < -5%,104.56,-6.28,D3,-5.79,D6,-16.05,15.77,12.62,23.82,26.34,30.76,24.61,23.03,21.45,21.29,30.91,33.44,✅ +15.77%,-,,,-,7.43,4.61,-5.79,-12.63,-6.84,-16.05,-12.93,-12.78,-4.16,2.97,1.52,4.26,15.77,24.83,17.07,29.91,25.26,25.04,13.80,5.92,6.95,9.13,12.94,7.63,6.27
2024-03-05,2024-03-12,5分鐘,3363,上詮,中,Dn -5%~0%,70.12,-14.49,D1,2.44,D4,-2.03,-1.98,5.95,-0.79,-7.54,-6.35,0.00,0.40,-5.56,-9.92,-10.32,-11.11,❌ -1.98%,-,,,-,2.44,2.03,0.81,-2.03,-1.22,,,,,,-1.98,-1.59,-0.40,2.49,1.65,,,,,,1.21,-5.67,-4.45,2.02,2.43
2024-02-26,2024-03-05,5分鐘,1519,華城,大,Dn < -5%,52.59,-11.11,-,,D2,-5.71,,2.04,3.16,0.56,-6.69,-4.46,-2.42,7.25,17.84,23.61,29.00,-,D2,-5.71,0.00,❌ +0.00%,-3.93,-5.71,-3.93,-3.93,-5.71,,,,,,-1.86,0.00,-1.86,-1.86,0.00,,,,,,5.11,2.46,-4.92,-2.65,-0.57
2024-02-26,2024-03-05,5分鐘,6442,光聖,中,Dn -5%~0%,106.38,-17.57,-,,D2,-2.06,,0.68,5.80,0.00,-9.90,-8.53,-4.44,-9.22,-18.09,-18.77,-15.36,-,-,,,-,0.69,-2.06,0.69,3.09,3.09,,,,,,1.71,4.56,1.71,-0.67,-0.67,,,,,,4.03,-1.68,-11.41,-10.07,-6.04
2024-02-23,2024-03-04,5分鐘,3362,先進光,中,Dn < -5%,61.96,-12.82,-,,D1,-6.94,,5.93,7.07,8.99,7.07,-0.57,-9.37,-8.22,-12.81,-12.05,-11.28,-,D1,-6.94,7.84,✅ +7.84%,-6.94,-1.96,-1.07,0.71,-0.53,,,,,,7.84,2.36,1.44,-0.35,0.89,,,,,,-0.71,1.06,-0.71,-7.80,-15.96
2024-02-23,2024-03-11,20分鐘,6187,萬潤,中,Dn -5%~0%,55.21,-5.74,-,,D3,-4.88,,16.88,14.96,3.63,-4.27,-4.27,0.00,4.70,7.91,9.62,7.05,-,-,,,-,0.41,-0.81,-4.88,-1.22,2.44,8.13,9.76,19.92,12.40,1.22,3.85,5.12,9.62,5.56,1.79,-3.57,-5.00,-13.05,-7.23,3.01,4.87,-5.46,-12.67,-12.67,-8.77
2024-02-22,2024-03-08,20分鐘,2465,麗臺,中,Dn ≥ 0%,97.37,-8.04,-,,D3,5.00,,5.95,3.17,13.49,15.08,4.76,-0.40,5.16,2.38,-1.19,-4.76,-,-,,,-,-0.42,2.50,5.00,10.83,20.00,21.67,33.33,30.83,30.83,23.33,22.18,18.70,15.87,9.77,1.39,0.00,-8.75,-7.01,-7.01,-1.35,-10.96,-2.05,-0.68,-9.59,-14.04
2024-02-21,2024-03-07,20分鐘,6584,南俊國際,中,Dn -5%~0%,105.60,-3.35,-,,D3,-0.59,,36.01,22.62,11.61,22.62,26.19,18.75,19.64,23.51,23.21,19.94,-,-,,,-,2.37,-0.59,-0.59,1.48,3.85,12.43,13.02,13.61,14.79,26.04,35.26,39.29,39.29,36.44,33.33,23.16,22.51,21.88,20.62,9.86,-11.97,-19.87,-11.97,-9.40,-14.74
2024-02-21,2024-02-29,5分鐘,6785,昱展新藥,中,Dn < -5%,,-1.26,-,,D4,-11.09,,-5.22,-9.89,-12.83,-10.22,-12.28,-20.98,-28.80,-34.24,-28.26,-31.52,-,D2,-6.33,2.90,✅ +2.90%,4.07,-6.33,-6.22,-11.09,-2.26,,,,,,-7.39,2.90,2.77,8.40,-1.39,,,,,,-2.70,-5.87,-3.05,-5.28,-14.67
2024-02-19,2024-02-26,5分鐘,2465,麗臺,中,Dn ≥ 0%,92.05,-8.04,-,,D4,5.29,,2.02,7.69,16.60,18.22,29.55,27.13,27.13,19.84,8.10,5.26,-,-,,,-,8.81,7.05,5.73,5.29,8.37,,,,,,-0.40,1.23,2.50,2.93,0.00,,,,,,8.13,17.07,18.70,30.08,27.64
2024-02-19,2024-02-26,5分鐘,6805,富世達,中,Dn < -5%,52.97,-4.21,-,,D1,-9.97,,5.54,3.08,6.00,16.15,22.62,27.23,28.46,35.54,27.85,34.62,-,D1,-9.97,6.77,✅ +6.77%,-9.97,-5.54,-1.11,-3.19,-3.05,,,,,,6.77,1.76,-2.80,-0.72,-0.86,,,,,,-3.46,-0.72,8.79,14.84,19.16
2024-02-19,2024-03-05,20分鐘,8054,安國,中,Dn < -5%,54.83,-13.23,D3,-23.19,D3,-23.19,18.18,4.55,-2.60,-12.34,-14.29,-13.96,-12.34,-20.78,-16.88,-17.86,-13.64,✅ +18.18%,-,,,-,-9.98,-15.21,-23.19,-19.20,-22.44,-17.21,-20.20,-18.95,-10.97,-10.97,0.83,7.06,18.18,12.35,17.04,9.64,13.75,12.00,1.96,1.96,-17.58,-25.82,-27.47,-27.20,-25.82
2024-02-16,2024-02-23,5分鐘,6584,南俊國際,中,Dn ≥ 0%,87.43,-2.58,-,,D5,5.33,,-4.00,-2.00,0.29,8.57,9.14,9.71,10.86,21.71,30.57,17.71,-,-,,,-,9.72,13.48,5.96,8.46,5.33,,,,,,-0.57,-3.87,2.96,0.58,3.57,,,,,,-1.44,0.86,9.20,9.77,10.34
