anchor,year,horizon,n,mean_ret,win_rate
公告日,2026,-10,53,-0.018752980910970454,0.4528301886792453
公告日,2026,-1,53,0.0,0.0
公告日,2026,-20,53,-0.05382014660235128,0.3018867924528302
公告日,2026,-2,53,0.003347333154713464,0.5849056603773585
公告日,2026,-3,53,0.005499964732986133,0.5660377358490566
公告日,2026,-4,53,0.0065875477513094955,0.5471698113207547
公告日,2026,-5,53,-0.003204350028594165,0.4716981132075472
公告日,2026,-6,53,-0.009088267230522338,0.4339622641509434
公告日,2026,-7,53,-0.008520729017619657,0.49056603773584906
公告日,2026,-8,53,-0.013768759805004409,0.4528301886792453
公告日,2026,-9,53,-0.015238674451695303,0.49056603773584906
除權日,2007,0,53,-0.037400344949025506,0.20754716981132076
除權日,2007,10,53,-0.0525582026671856,0.24528301886792453
除權日,2007,1,53,-0.03971202417143703,0.22641509433962265
除權日,2007,20,53,-0.0914186857076064,0.22641509433962265
除權日,2007,2,53,-0.05026340304170153,0.24528301886792453
除權日,2007,30,53,-0.13527677423613388,0.16981132075471697
除權日,2007,3,53,-0.05775444577726526,0.24528301886792453
除權日,2007,4,53,-0.0593424578922494,0.22641509433962265
除權日,2007,5,53,-0.06272221299507721,0.20754716981132076
除權日,2007,60,53,-0.21193306950444893,0.11320754716981132
除權日,2007,6,53,-0.05990897929133181,0.3018867924528302
除權日,2007,7,53,-0.05556141902656594,0.2641509433962264
除權日,2007,8,53,-0.053069152889085994,0.3018867924528302
除權日,2007,9,53,-0.049476675288372636,0.2830188679245283
除權日,2007,-10,53,0.010424921553269191,0.5471698113207547
除權日,2007,-1,53,0.0,0.0
除權日,2007,-20,53,0.007089527952007028,0.39622641509433965
除權日,2007,-2,53,-0.0029467658366754638,0.41509433962264153
除權日,2007,-3,53,-0.006962982811012427,0.39622641509433965
除權日,2007,-4,53,-0.0024490056188255444,0.5283018867924528
除權日,2007,-5,53,-0.0027406449327871626,0.5094339622641509
除權日,2007,-6,53,0.000320031952747879,0.5094339622641509
除權日,2007,-7,53,0.008261840583386781,0.5283018867924528
除權日,2007,-8,53,0.007360586985520123,0.5283018867924528
除權日,2007,-9,53,0.009429379648647257,0.5849056603773585
除權日,2008,0,23,-0.026911632253138057,0.2608695652173913
除權日,2008,10,23,-0.06003901163404136,0.30434782608695654
除權日,2008,1,23,-0.027622350198038666,0.2608695652173913
除權日,2008,20,23,-0.11317329378765435,0.08695652173913043
除權日,2008,2,23,-0.023405593914129996,0.30434782608695654
除權日,2008,30,23,-0.21494155655203437,0.17391304347826086
除權日,2008,3,23,-0.02455827649771743,0.30434782608695654
除權日,2008,4,23,-0.030489774665042154,0.4782608695652174
除權日,2008,5,23,-0.03781190928604286,0.4782608695652174
除權日,2008,60,23,-0.3106097332795433,0.2608695652173913
除權日,2008,6,23,-0.03841559993831214,0.30434782608695654
除權日,2008,7,23,-0.03157611362226438,0.30434782608695654
除權日,2008,8,23,-0.03897207918914452,0.30434782608695654
除權日,2008,9,23,-0.05144619133577538,0.2608695652173913
除權日,2008,-10,23,0.04170835248175426,0.6086956521739131
除權日,2008,-1,23,0.0,0.0
除權日,2008,-20,23,0.06267470665226557,0.6086956521739131
除權日,2008,-2,23,-0.0033863569701033562,0.5217391304347826
除權日,2008,-3,23,-0.00513059555668664,0.4782608695652174
除權日,2008,-4,23,0.014631564634823064,0.5652173913043478
除權日,2008,-5,23,0.02132403916884626,0.5652173913043478
除權日,2008,-6,23,0.033144407835523436,0.6086956521739131
除權日,2008,-7,23,0.028751250951699617,0.5652173913043478
除權日,2008,-8,23,0.03258274901598721,0.6521739130434783
除權日,2008,-9,23,0.04412197670323696,0.6086956521739131
除權日,2009,0,53,-0.021652711308729793,0.2641509433962264
除權日,2009,10,53,-0.01819148236545652,0.32075471698113206
除權日,2009,1,53,-0.0226245499129687,0.24528301886792453
除權日,2009,20,53,0.020725379966526087,0.41509433962264153
除權日,2009,2,53,-0.025506776333432186,0.22641509433962265
除權日,2009,30,53,0.0676488495891282,0.5094339622641509
除權日,2009,3,53,-0.023451201738370887,0.2830188679245283
除權日,2009,4,53,-0.019724161343995766,0.32075471698113206
除權日,2009,5,53,-0.01934147043868374,0.37735849056603776
除權日,2009,60,53,0.07835380295421027,0.4716981132075472
除權日,2009,6,53,-0.020396554608115285,0.39622641509433965
除權日,2009,7,53,-0.021487884868444673,0.32075471698113206
除權日,2009,8,53,-0.02092610529753616,0.3018867924528302
除權日,2009,9,53,-0.02352066907303423,0.32075471698113206
除權日,2009,-10,53,-0.01207162053383831,0.39622641509433965
除權日,2009,-1,53,0.0,0.0
除權日,2009,-20,53,-0.01734110643041603,0.4339622641509434
除權日,2009,-2,53,-0.00776423255376439,0.37735849056603776
除權日,2009,-3,53,-0.017508333507328014,0.32075471698113206
除權日,2009,-4,53,-0.015707292913238666,0.2641509433962264
除權日,2009,-5,53,-0.013593315018574043,0.39622641509433965
除權日,2009,-6,53,-0.011367943846486475,0.3584905660377358
除權日,2009,-7,53,-0.010647619435205478,0.39622641509433965
除權日,2009,-8,53,-0.013325357027408998,0.39622641509433965
除權日,2009,-9,53,-0.010449888912004691,0.4339622641509434
除權日,2010,0,78,-0.03190180831202335,0.14102564102564102
除權日,2010,10,78,-0.04199252438538744,0.2692307692307692
除權日,2010,1,78,-0.03689214098973966,0.14102564102564102
除權日,2010,20,78,-0.03663318468988702,0.28205128205128205
除權日,2010,2,78,-0.03891726692705648,0.14102564102564102
除權日,2010,30,78,-0.028792147540682718,0.2948717948717949
除權日,2010,3,78,-0.037766856271243626,0.16666666666666666
除權日,2010,4,78,-0.040933450563901866,0.24358974358974358
除權日,2010,5,78,-0.03629027683673641,0.23076923076923078
除權日,2010,60,78,-0.03405972376881823,0.3717948717948718
除權日,2010,6,78,-0.03478731023791331,0.3076923076923077
除權日,2010,7,78,-0.03688972810730863,0.23076923076923078
除權日,2010,8,78,-0.041620009041399,0.21794871794871795
除權日,2010,9,78,-0.04392311089880453,0.24358974358974358
除權日,2010,-10,78,-0.004018885052228147,0.48717948717948717
除權日,2010,-1,78,0.0,0.0
除權日,2010,-20,78,-0.017624149303491196,0.44871794871794873
除權日,2010,-2,78,-0.00579437013862756,0.3717948717948718
除權日,2010,-3,78,-0.01029141059078602,0.3333333333333333
除權日,2010,-4,78,-0.00021603123444035858,0.5769230769230769
除權日,2010,-5,78,0.0012889613725047622,0.48717948717948717
除權日,2010,-6,78,0.0022738479492016572,0.5128205128205128
除權日,2010,-7,78,0.001078846193757162,0.48717948717948717
除權日,2010,-8,78,-0.0027941682299437508,0.5
除權日,2010,-9,78,-0.0028230869641383124,0.4358974358974359
除權日,2011,0,66,-0.017488128430488893,0.3333333333333333
除權日,2011,10,66,-0.04568622541874066,0.3181818181818182
除權日,2011,1,66,-0.02188220270513951,0.2727272727272727
除權日,2011,20,66,-0.06868679752085152,0.25757575757575757
除權日,2011,2,66,-0.03172348314080219,0.25757575757575757
除權日,2011,30,66,-0.09125501650056958,0.21212121212121213
除權日,2011,3,66,-0.03429764436717168,0.2727272727272727
除權日,2011,4,66,-0.031696876806591154,0.2727272727272727
除權日,2011,5,66,-0.037607316762352655,0.3181818181818182
除權日,2011,60,66,-0.12981054808296807,0.19696969696969696
除權日,2011,6,66,-0.04943154233211088,0.3181818181818182
除權日,2011,7,66,-0.05327169710781014,0.3181818181818182
除權日,2011,8,66,-0.051629819007313754,0.3333333333333333
除權日,2011,9,66,-0.04495426977495642,0.30303030303030304
除權日,2011,-10,66,0.018576744235845172,0.6212121212121212
除權日,2011,-1,66,0.0,0.0
除權日,2011,-20,66,0.03574847063837815,0.6060606060606061
除權日,2011,-2,66,-0.0047501488190225365,0.36363636363636365
除權日,2011,-3,66,-0.002239402054891315,0.4393939393939394
除權日,2011,-4,66,0.01064697395889274,0.5454545454545454
除權日,2011,-5,66,0.01807507651011948,0.5757575757575758
除權日,2011,-6,66,0.01630709361990993,0.6515151515151515
除權日,2011,-7,66,0.012700953094429446,0.5454545454545454
除權日,2011,-8,66,0.017328579506899363,0.6212121212121212
除權日,2011,-9,66,0.018656389939848004,0.6060606060606061
除權日,2012,0,56,-0.02059756096519477,0.21428571428571427
除權日,2012,10,56,-0.03445924107347968,0.2857142857142857
除權日,2012,1,56,-0.018556229349975768,0.3392857142857143
除權日,2012,20,56,-0.05775112329231096,0.2857142857142857
除權日,2012,2,56,-0.021784454012482475,0.32142857142857145
除權日,2012,30,56,-0.06559782891923667,0.23214285714285715
除權日,2012,3,56,-0.025126146471614513,0.30357142857142855
除權日,2012,4,56,-0.02607106180297433,0.26785714285714285
除權日,2012,5,56,-0.025060906182593858,0.2857142857142857
除權日,2012,60,56,-0.031494925745872704,0.35714285714285715
除權日,2012,6,56,-0.02817177547697534,0.26785714285714285
除權日,2012,7,56,-0.028899667559422394,0.25
除權日,2012,8,56,-0.03449391474247019,0.25
除權日,2012,9,56,-0.03406338765605179,0.30357142857142855
除權日,2012,-10,56,-0.0069084969274800555,0.4107142857142857
除權日,2012,-1,56,0.0,0.0
除權日,2012,-20,56,-0.02105554035198112,0.30357142857142855
除權日,2012,-2,56,-0.005979959091121617,0.3392857142857143
除權日,2012,-3,56,-0.005079280159798166,0.3392857142857143
除權日,2012,-4,56,0.0009566887471650275,0.4642857142857143
除權日,2012,-5,56,0.0007942946898966249,0.4642857142857143
除權日,2012,-6,56,0.00020252215572591096,0.48214285714285715
除權日,2012,-7,56,-0.0026915516698143255,0.5
除權日,2012,-8,56,-0.004826734893837907,0.44642857142857145
除權日,2012,-9,56,-0.004109389016674502,0.4642857142857143
除權日,2013,0,63,-0.022064870047869545,0.12698412698412698
除權日,2013,10,63,-0.02049351388729437,0.25396825396825395
除權日,2013,1,63,-0.026918177325938146,0.07936507936507936
除權日,2013,20,63,-0.03340590093059572,0.2698412698412698
除權日,2013,2,63,-0.027196008109062742,0.1746031746031746
除權日,2013,30,63,-0.02134507321948759,0.36507936507936506
除權日,2013,3,63,-0.026348005439183725,0.19047619047619047
除權日,2013,4,63,-0.027510422031096472,0.19047619047619047
除權日,2013,5,63,-0.020239183863525842,0.20634920634920634
除權日,2013,60,63,0.022864583530932087,0.49206349206349204
除權日,2013,6,63,-0.021579359032303368,0.20634920634920634
除權日,2013,7,63,-0.021713747291493543,0.23809523809523808
除權日,2013,8,63,-0.0209445486543755,0.2698412698412698
除權日,2013,9,63,-0.020240652874475195,0.2857142857142857
除權日,2013,-10,63,-0.01048779584104884,0.4126984126984127
除權日,2013,-1,63,0.0,0.0
除權日,2013,-20,63,-0.018434969356130898,0.3968253968253968
除權日,2013,-2,63,-0.0036504047253981633,0.3968253968253968
除權日,2013,-3,63,-0.007049903524656675,0.38095238095238093
除權日,2013,-4,63,0.0033582174093242847,0.5396825396825397
除權日,2013,-5,63,-0.0015890461124798355,0.5079365079365079
除權日,2013,-6,63,-0.0025915917334183892,0.4603174603174603
除權日,2013,-7,63,-0.006039209512519558,0.4126984126984127
除權日,2013,-8,63,-0.00478647835704493,0.4444444444444444
除權日,2013,-9,63,-0.006858381871702262,0.3968253968253968
除權日,2014,0,75,-0.028536050665194875,0.14666666666666667
除權日,2014,10,75,-0.04031512488064193,0.18666666666666668
除權日,2014,1,75,-0.029942466844834422,0.14666666666666667
除權日,2014,20,75,-0.056896684227201226,0.22666666666666666
除權日,2014,2,75,-0.03053361205940527,0.18666666666666668
除權日,2014,30,75,-0.05404097747120452,0.25333333333333335
除權日,2014,3,75,-0.033986618994097946,0.21333333333333335
除權日,2014,4,75,-0.035621013178744276,0.21333333333333335
除權日,2014,5,75,-0.0381205791471265,0.17333333333333334
除權日,2014,60,75,-0.07422471455114625,0.25333333333333335
除權日,2014,6,75,-0.03945097418887838,0.14666666666666667
除權日,2014,7,75,-0.04251808454563583,0.14666666666666667
除權日,2014,8,75,-0.04481126818532451,0.13333333333333333
除權日,2014,9,75,-0.04427985108104438,0.14666666666666667
除權日,2014,-10,75,-0.0031684734652263234,0.49333333333333335
除權日,2014,-1,75,0.0,0.0
除權日,2014,-20,75,-0.03207975250382661,0.3466666666666667
除權日,2014,-2,75,-0.007277736070122959,0.36
除權日,2014,-3,75,-0.008564855087125138,0.37333333333333335
除權日,2014,-4,75,-0.0012718723839172312,0.49333333333333335
除權日,2014,-5,75,0.0028518748444527936,0.48
除權日,2014,-6,75,0.0037418472036083385,0.52
除權日,2014,-7,75,0.0019997088144880163,0.5333333333333333
除權日,2014,-8,75,-0.00038087429124174547,0.56
除權日,2014,-9,75,0.0008794771419014517,0.52
除權日,2015,0,59,-0.0180132669030041,0.2033898305084746
除權日,2015,10,59,-0.04372306310874284,0.1694915254237288
除權日,2015,1,59,-0.01631818535963377,0.23728813559322035
除權日,2015,20,59,-0.05526964013672137,0.22033898305084745
除權日,2015,2,59,-0.01827447490006774,0.1864406779661017
除權日,2015,30,59,-0.05464183859814054,0.288135593220339
除權日,2015,3,59,-0.01982387755174488,0.1694915254237288
除權日,2015,4,59,-0.023054191928553232,0.15254237288135594
除權日,2015,5,59,-0.027909863766786905,0.1694915254237288
除權日,2015,60,59,-0.06339864790685192,0.2542372881355932
除權日,2015,6,59,-0.02894454753369874,0.1694915254237288
除權日,2015,7,59,-0.03666376357975873,0.11864406779661017
除權日,2015,8,59,-0.038594575647059114,0.11864406779661017
除權日,2015,9,59,-0.04538613536850782,0.11864406779661017
除權日,2015,-10,59,0.014609159371674592,0.5254237288135594
除權日,2015,-1,59,0.0,0.0
除權日,2015,-20,59,0.0011423964518856356,0.4915254237288136
除權日,2015,-2,59,0.0013695051839177235,0.4745762711864407
除權日,2015,-3,59,0.003079268661605845,0.576271186440678
除權日,2015,-4,59,0.007669278094652657,0.6271186440677966
除權日,2015,-5,59,0.013168071446645006,0.576271186440678
除權日,2015,-6,59,0.02214192200523016,0.6271186440677966
除權日,2015,-7,59,0.023135731515827665,0.6271186440677966
除權日,2015,-8,59,0.019395273221676213,0.5254237288135594
除權日,2015,-9,59,0.014317941171495792,0.4915254237288136
除權日,2016,0,48,-0.02147171866735122,0.14583333333333334
除權日,2016,10,48,-0.026901051936787827,0.2708333333333333
除權日,2016,1,48,-0.020177820175419237,0.25
除權日,2016,20,48,-0.04052899104021751,0.22916666666666666
除權日,2016,2,48,-0.018698552601685233,0.22916666666666666
除權日,2016,30,48,-0.0187739728691559,0.3541666666666667
除權日,2016,3,48,-0.016766866132111227,0.2708333333333333
除權日,2016,4,48,-0.0203997444032653,0.3125
除權日,2016,5,48,-0.0232727702659928,0.3333333333333333
除權日,2016,60,48,-0.01717066413112061,0.4166666666666667
除權日,2016,6,48,-0.029672116883893998,0.3125
除權日,2016,7,48,-0.032163599333316,0.22916666666666666
除權日,2016,8,48,-0.0324636110361566,0.25
除權日,2016,9,48,-0.0285637475449029,0.2916666666666667
除權日,2016,-10,48,0.02080356312098632,0.6041666666666666
除權日,2016,-1,48,0.0,0.0
除權日,2016,-20,48,0.008151914518461508,0.4375
除權日,2016,-2,48,0.0009393484468658472,0.3958333333333333
除權日,2016,-3,48,0.0010506303617736797,0.4583333333333333
除權日,2016,-4,48,0.007434760327886002,0.4791666666666667
除權日,2016,-5,48,0.01608814873316201,0.5625
除權日,2016,-6,48,0.015598290302885549,0.6458333333333334
除權日,2016,-7,48,0.019448338505061804,0.6458333333333334
除權日,2016,-8,48,0.023117258274578206,0.6458333333333334
除權日,2016,-9,48,0.022445641559975183,0.5416666666666666
除權日,2017,0,64,-0.018642001074970972,0.15625
除權日,2017,10,64,-0.01381636524403837,0.359375
除權日,2017,1,64,-0.01592147188688081,0.28125
除權日,2017,20,64,-0.02939867301617078,0.34375
除權日,2017,2,64,-0.014874668649616795,0.21875
除權日,2017,30,64,-0.014462237470482503,0.453125
除權日,2017,3,64,-0.011089053992001758,0.28125
除權日,2017,4,64,-0.005914487354948277,0.375
除權日,2017,5,64,-0.0046865932174823405,0.375
除權日,2017,60,64,0.004746218966918559,0.4375
除權日,2017,6,64,-0.007335413011754633,0.390625
除權日,2017,7,64,-0.012127532928377921,0.34375
除權日,2017,8,64,-0.01492520367727414,0.328125
除權日,2017,9,64,-0.015406756341344932,0.359375
除權日,2017,-10,64,0.006954768467979752,0.546875
除權日,2017,-1,64,0.0,0.0
除權日,2017,-20,64,-0.002160487093944957,0.453125
除權日,2017,-2,64,-0.00012424348673919366,0.484375
除權日,2017,-3,64,0.0059346524834309675,0.484375
除權日,2017,-4,64,0.012932691599839027,0.625
除權日,2017,-5,64,0.020824266433310167,0.609375
除權日,2017,-6,64,0.0233204137253935,0.671875
除權日,2017,-7,64,0.020209082834073716,0.640625
除權日,2017,-8,64,0.017571477606541673,0.59375
除權日,2017,-9,64,0.010912247387259296,0.5625
除權日,2018,0,77,-0.022541259303278285,0.19480519480519481
除權日,2018,10,77,-0.03563441731358814,0.23376623376623376
除權日,2018,1,77,-0.025784539658005933,0.23376623376623376
除權日,2018,20,77,-0.03086359631253528,0.2727272727272727
除權日,2018,2,77,-0.023297080862482483,0.23376623376623376
除權日,2018,30,77,-0.041321707002898535,0.24675324675324675
除權日,2018,3,77,-0.022754764003298657,0.2857142857142857
除權日,2018,4,77,-0.023269823062296684,0.2857142857142857
除權日,2018,5,77,-0.027125053695884496,0.2597402597402597
除權日,2018,60,77,-0.02237960291126334,0.37662337662337664
除權日,2018,6,77,-0.030491755255602104,0.2857142857142857
除權日,2018,7,77,-0.032170868710949124,0.2857142857142857
除權日,2018,8,77,-0.03528405644839701,0.23376623376623376
除權日,2018,9,77,-0.033683548062858476,0.23376623376623376
除權日,2018,-10,77,0.018556894940227386,0.5974025974025974
除權日,2018,-1,77,0.0,0.0
除權日,2018,-20,77,0.02330197054152044,0.5194805194805194
除權日,2018,-2,77,-0.006195250576786371,0.35064935064935066
除權日,2018,-3,77,-0.0016766910449483472,0.4675324675324675
除權日,2018,-4,77,0.0038069163094271623,0.5844155844155844
除權日,2018,-5,77,0.011042648703081406,0.6103896103896104
除權日,2018,-6,77,0.01566946917869691,0.6103896103896104
除權日,2018,-7,77,0.01535104104174876,0.6233766233766234
除權日,2018,-8,77,0.019113443186862797,0.5974025974025974
除權日,2018,-9,77,0.018481063194317564,0.6103896103896104
除權日,2019,0,72,-0.01684800359572157,0.18055555555555555
除權日,2019,10,72,-0.02428868473582195,0.2222222222222222
除權日,2019,1,72,-0.015378976117574238,0.2777777777777778
除權日,2019,20,72,-0.030624067114532742,0.25
除權日,2019,2,72,-0.01710477672646961,0.25
除權日,2019,30,72,-0.02625383191524142,0.3055555555555556
除權日,2019,3,72,-0.015548423619819625,0.2916666666666667
除權日,2019,4,72,-0.01586581162746945,0.2638888888888889
除權日,2019,5,72,-0.017393917062125713,0.2777777777777778
除權日,2019,60,72,-0.03628672844073307,0.2916666666666667
除權日,2019,6,72,-0.020248597445129215,0.2777777777777778
除權日,2019,7,72,-0.020666776431797953,0.2638888888888889
除權日,2019,8,72,-0.019697678437178328,0.2777777777777778
除權日,2019,9,72,-0.020962098263971298,0.20833333333333334
除權日,2019,-10,72,-0.011024418230930455,0.4305555555555556
除權日,2019,-1,72,0.0,0.0
除權日,2019,-20,72,-0.00789963153564719,0.4305555555555556
除權日,2019,-2,72,-0.0052396431117461804,0.3611111111111111
除權日,2019,-3,72,-0.007267290270917243,0.2916666666666667
除權日,2019,-4,72,-0.005593466628294667,0.3888888888888889
除權日,2019,-5,72,0.0007657124864841895,0.4444444444444444
除權日,2019,-6,72,0.00020231053339017646,0.4722222222222222
除權日,2019,-7,72,-0.004535370671376862,0.4444444444444444
除權日,2019,-8,72,-0.0092877622971261,0.4861111111111111
除權日,2019,-9,72,-0.008645221741445035,0.4305555555555556
除權日,2020,0,88,-0.00934024502621659,0.29545454545454547
除權日,2020,10,88,-0.01783545881609425,0.3068181818181818
除權日,2020,1,88,-0.011279479140003644,0.3068181818181818
除權日,2020,20,88,-0.017716980152557543,0.32954545454545453
除權日,2020,2,88,-0.011960605556442799,0.29545454545454547
除權日,2020,30,88,0.011879564760671639,0.36363636363636365
除權日,2020,3,88,-0.019095957482082326,0.29545454545454547
除權日,2020,4,88,-0.01600743341872676,0.26136363636363635
除權日,2020,5,88,-0.015060044546536734,0.29545454545454547
除權日,2020,60,88,0.08727732920132647,0.5113636363636364
除權日,2020,6,88,-0.015454385267084182,0.3068181818181818
除權日,2020,7,88,-0.010520006715108488,0.3181818181818182
除權日,2020,8,88,-0.012585155965770877,0.3068181818181818
除權日,2020,9,88,-0.015864447390567662,0.3181818181818182
除權日,2020,-10,88,-0.012038995144044336,0.3522727272727273
除權日,2020,-1,88,0.0,0.0
除權日,2020,-20,88,-0.038826337009910776,0.36363636363636365
除權日,2020,-2,88,-0.007669040108897967,0.32954545454545453
除權日,2020,-3,88,-0.011538071088873671,0.3522727272727273
除權日,2020,-4,88,-0.009669391993979794,0.3977272727272727
除權日,2020,-5,88,-0.0020112144517105616,0.4318181818181818
除權日,2020,-6,88,-0.005109226740045297,0.4431818181818182
除權日,2020,-7,88,-0.002403851487744409,0.4090909090909091
除權日,2020,-8,88,-0.006099578525904992,0.4090909090909091
除權日,2020,-9,88,-0.006412571973576992,0.375
除權日,2021,0,109,-0.023563209003861378,0.22935779816513763
除權日,2021,10,109,-0.03919768958641155,0.29357798165137616
除權日,2021,1,109,-0.022695379891519214,0.27522935779816515
除權日,2021,20,109,-0.056213835824510366,0.21100917431192662
除權日,2021,2,109,-0.026739836388461943,0.23853211009174313
除權日,2021,30,109,-0.04987797725791034,0.26605504587155965
除權日,2021,3,109,-0.02680437841399095,0.22935779816513763
除權日,2021,4,109,-0.028386979617869106,0.23853211009174313
除權日,2021,5,109,-0.03094598095521271,0.22935779816513763
除權日,2021,60,109,-0.018082442703366397,0.3394495412844037
除權日,2021,6,109,-0.036620401616081426,0.2018348623853211
除權日,2021,7,109,-0.036580443368684164,0.23853211009174313
除權日,2021,8,109,-0.04102193841044133,0.25688073394495414
除權日,2021,9,109,-0.040657236289649026,0.28440366972477066
除權日,2021,-10,109,-0.02037159327116427,0.3853211009174312
除權日,2021,-1,109,0.0,0.0
除權日,2021,-20,109,-0.03348892258831166,0.43119266055045874
除權日,2021,-2,109,-0.0043587668201334456,0.3394495412844037
除權日,2021,-3,109,-0.006482570127417959,0.3669724770642202
除權日,2021,-4,109,-0.010651992281900073,0.3944954128440367
除權日,2021,-5,109,-0.011302231093575687,0.44036697247706424
除權日,2021,-6,109,-0.011064334114868304,0.45871559633027525
除權日,2021,-7,109,-0.017494580669843548,0.41284403669724773
除權日,2021,-8,109,-0.020288783920240597,0.4036697247706422
除權日,2021,-9,109,-0.020126395917038162,0.3761467889908257
除權日,2022,0,126,-0.025288780041518653,0.16666666666666666
除權日,2022,10,126,-0.03677314241361421,0.2857142857142857
除權日,2022,1,126,-0.028890948556680937,0.1746031746031746
除權日,2022,20,126,-0.04200858185178567,0.31746031746031744
除權日,2022,2,126,-0.03234336130381917,0.18253968253968253
除權日,2022,30,126,-0.0347655824410882,0.3412698412698413
除權日,2022,3,126,-0.031190478179920298,0.25396825396825395
除權日,2022,4,126,-0.028069064364587105,0.2857142857142857
除權日,2022,5,126,-0.031025487481303144,0.2698412698412698
除權日,2022,60,126,-0.026300200054497264,0.373015873015873
除權日,2022,6,126,-0.034064844247421816,0.24603174603174602
除權日,2022,7,126,-0.03491348927941704,0.2619047619047619
除權日,2022,8,126,-0.035251267406499205,0.2777777777777778
除權日,2022,9,126,-0.03589345641960333,0.29365079365079366
除權日,2022,-10,126,0.004505322622672589,0.5238095238095238
除權日,2022,-1,126,0.0,0.0
除權日,2022,-20,126,0.015536738678347461,0.48412698412698413
除權日,2022,-2,126,0.0025740274878039275,0.4603174603174603
除權日,2022,-3,126,-0.00036368571503141134,0.4444444444444444
除權日,2022,-4,126,0.007226478233012421,0.46825396825396826
除權日,2022,-5,126,0.011294599831033612,0.5
除權日,2022,-6,126,0.00957237104207299,0.5
除權日,2022,-7,126,0.0076932553179369385,0.4365079365079365
除權日,2022,-8,126,0.00507571609937852,0.4523809523809524
除權日,2022,-9,126,0.004574280956927788,0.4523809523809524
除權日,2023,0,224,-0.022934784911697915,0.14285714285714285
除權日,2023,10,224,-0.030228388674879862,0.2767857142857143
除權日,2023,1,224,-0.026689135095561565,0.13839285714285715
除權日,2023,20,224,-0.03481398333914699,0.25
除權日,2023,2,224,-0.02877402330800765,0.16964285714285715
除權日,2023,30,224,-0.012348956184889943,0.3125
除權日,2023,3,224,-0.02978950597256636,0.16964285714285715
除權日,2023,4,224,-0.03186563942424383,0.20982142857142858
除權日,2023,5,224,-0.029053442971094547,0.23660714285714285
除權日,2023,60,224,0.0020898704713078467,0.39285714285714285
除權日,2023,6,224,-0.024150475591891814,0.28125
除權日,2023,7,224,-0.023466215236915357,0.29910714285714285
除權日,2023,8,224,-0.026394919491302626,0.2767857142857143
除權日,2023,9,224,-0.03073198554681894,0.26339285714285715
除權日,2023,-10,224,-0.014597343637954714,0.3482142857142857
除權日,2023,-1,224,0.0,0.0
除權日,2023,-20,224,-0.034094114523207805,0.35267857142857145
除權日,2023,-2,224,-0.004576404218515328,0.41964285714285715
除權日,2023,-3,224,-0.009778508570128856,0.3705357142857143
除權日,2023,-4,224,-0.008086367976017333,0.39285714285714285
除權日,2023,-5,224,-0.00536213597854151,0.41964285714285715
除權日,2023,-6,224,-0.007082353222316796,0.4955357142857143
除權日,2023,-7,224,-0.010294155467393342,0.44642857142857145
除權日,2023,-8,224,-0.011481215157040526,0.44642857142857145
除權日,2023,-9,224,-0.015079665760989791,0.38839285714285715
除權日,2024,0,231,-0.017132649006125725,0.21645021645021645
除權日,2024,10,231,-0.03990682562141461,0.18614718614718614
除權日,2024,1,231,-0.019256563104084964,0.2554112554112554
除權日,2024,20,231,-0.039020848925415144,0.2987012987012987
除權日,2024,2,231,-0.020544827424729916,0.27705627705627706
除權日,2024,30,231,-0.03788520849144102,0.29004329004329005
除權日,2024,3,231,-0.023629424970571685,0.2597402597402597
除權日,2024,4,231,-0.023370297111952723,0.2510822510822511
除權日,2024,5,231,-0.024742997119477285,0.23809523809523808
除權日,2024,60,231,-0.05935297077051942,0.23809523809523808
除權日,2024,6,231,-0.02392899526451667,0.22943722943722944
除權日,2024,7,231,-0.031924349573616076,0.23376623376623376
除權日,2024,8,231,-0.031116816466090144,0.23809523809523808
除權日,2024,9,231,-0.0347686498909899,0.21212121212121213
除權日,2024,-10,231,-0.008624861853244004,0.45021645021645024
除權日,2024,-1,231,0.0,0.0
除權日,2024,-20,231,-0.019893525867466344,0.39826839826839827
除權日,2024,-2,231,-0.005970393691374889,0.43722943722943725
除權日,2024,-3,231,-0.004559289175082066,0.5108225108225108
除權日,2024,-4,231,-0.0012674800910238931,0.4935064935064935
除權日,2024,-5,231,0.0025482208497613623,0.5324675324675324
除權日,2024,-6,231,0.004837926127359202,0.5151515151515151
除權日,2024,-7,231,0.002834086712583049,0.48484848484848486
除權日,2024,-8,231,-0.0021413917042870123,0.48484848484848486
除權日,2024,-9,231,-0.006810420714081456,0.44155844155844154
除權日,2025,0,191,-0.02223211359272679,0.21465968586387435
除權日,2025,10,191,-0.04505069086368823,0.2513089005235602
除權日,2025,1,191,-0.02487815905887457,0.24607329842931938
除權日,2025,20,191,-0.06358145180831946,0.27225130890052357
除權日,2025,2,191,-0.026247840136032333,0.2931937172774869
除權日,2025,30,191,-0.05535960463188373,0.3036649214659686
除權日,2025,3,191,-0.029811211494695927,0.24083769633507854
除權日,2025,4,191,-0.02851721178806655,0.29842931937172773
除權日,2025,5,191,-0.03075309251860955,0.2879581151832461
除權日,2025,60,191,-0.014958793174558817,0.39267015706806285
除權日,2025,6,191,-0.030786771891567147,0.3193717277486911
除權日,2025,7,191,-0.03929932566409789,0.2879581151832461
除權日,2025,8,191,-0.043733600963818314,0.225130890052356
